playlist,track,artist,album
Hip Hop,Sunday Candy,Nico Segal,Surf
Hip Hop,Angels (feat. Saba),"Chance the Rapper, Saba",Angels (feat. Saba)
Hip Hop,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)"
Hip Hop,Wings,"VIC MENSA, Pharrell Williams, Saul Williams",The Autobiography
Hip Hop,Break Ya Neck,Busta Rhymes,R'n'B Allstars
Hip Hop,Fight Night,Migos,No Label II
Hip Hop,Freak No More,Migos,No Label II
Hip Hop,Out of My Mind (feat. Nicki Minaj),"B.o.B, Nicki Minaj",Strange Clouds
Hip Hop,Pop That,"French Montana, Rick Ross, Drake, Lil Wayne",Excuse My French
Hip Hop,Trophies,"Young Money, Drake",Rise Of An Empire (Deluxe Edition)
Hip Hop,Planez,"Jeremih, J. Cole",Late Nights: The Album
Hip Hop,Rico Story,Speaker Knockerz,Rico Story Trilogy
Hip Hop,R.I.C.O. (feat. Drake),"Meek Mill, Drake",Dreams Worth More Than Money
Hip Hop,"Spaceship II (feat. Chance The Rapper, GLC)","Alex Wiley, Chance the Rapper, GLC",Club Wiley
Hip Hop,iSpy (feat. Lil Yachty),"KYLE, Lil Yachty",iSpy (feat. Lil Yachty)
Hip Hop,Don't Don't Do It!,"N.E.R.D, Kendrick Lamar",Don't Don't Do It!
Hip Hop,Long Hair,The Last Mr. Bigg,The Mask is Off
Hip Hop,Gimme the Light,Sean Paul,Dutty Rock
Hip Hop,Feeling Inside,Paranoid Castle,Champagne Nightmares
Hip Hop,Poppin' Pockets - Remix,"Grip Grand, A.G.",Brokelore
Hip Hop,Really Really,Kevin Gates,Islah (Deluxe)
Hip Hop,Jazz,Mick Jenkins,The Water (S)
Hip Hop,Sheesh,"Josh Sallee, Blev",Sheesh
Hip Hop,Bomb $hit,Connor Gilbert,Vol. 1
Hip Hop,Wet The Bed (feat. Ludacris),"Chris Brown, Ludacris",F.A.M.E.
Hip Hop,Sex Room,"Ludacris, Trey Songz",Battle Of The Sexes (Deluxe)
Hip Hop,WWYD,Rich Homie Quan,I Promise I Will Never Stop Going In (Deluxe Edition)
Hip Hop,IV. Sweatpants,Childish Gambino,Because The Internet
Hip Hop,Goodbye,Russ,Pink Elephant
Hip Hop,Type of Way,Rich Homie Quan,Still Goin In - Reloaded
Hip Hop,Breakfast (Intro),Mic Kellogg,Breakfast
Hip Hop,Childs Play (feat. Chance the Rapper),"SZA, Chance the Rapper",Z
Hip Hop,Stupefied,Wax,Continue
Hip Hop,Sunrise (Intro) [feat. Rosy],"Caye, Rosy","Shades, Pt. 1"
Hip Hop,"Bout a Dolla (feat. Chuck Inglish, Chance the Rapper, Chip tha Ripper & Twista)","The O'My's, Blended Babies, Chuck Inglish, Chance the Rapper, Chip Tha Ripper, Twista","Bout a Dolla (feat. Chuck Inglish, Chance the Rapper, Chip tha Ripper & Twista)"
Hip Hop,Sauce,Manwolves,Sauce
Hip Hop,God's Plan,Drake,Scary Hours
Hip Hop,Diplomatic Immunity,Drake,Scary Hours
Hip Hop,Show Money!?,HDBeenDope,Pheace Be the Journey
Hip Hop,Ziggy Starfish (Anxiety Raps) [feat. Gold Panda],"Open Mike Eagle, Gold Panda",A Special Episode - EP
Hip Hop,Folk-Metaphysics,Milo,things that happen at day // things that happen at night
Hip Hop,I Get the Bag (feat. Migos),"Gucci Mane, Migos",Mr. Davis
Hip Hop,Red Coat (2012 Version),Sincerely Collins,The Legend Of The Phoenix
Hip Hop,Hitchcock,Jack Harlow,Hitchcock
Hip Hop,Where Do We Go from Here (feat. Kool A.D.),"Pool Cosby, KOOL A.D.",Blind Gold
Hip Hop,Slaughterhouse,Kai Straw,The Tragedian's Decoupage
Hip Hop,Vibration (Extended Version),Alex Wiley,Vibration (Extended Version)
Hip Hop,28 Grams,Kai Straw,The Tragedian's Decoupage
Hip Hop,High You Are Remix - Branchez Mix,Ev Vinyls,YAOML
Hip Hop,I Love College,Asher Roth,Asleep In The Bread Aisle
Hip Hop,City Livin' (feat. Mike Irving),Aziz,City Livin' (feat. Mike Irving)
Hip Hop,Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,"Ty Dolla $ign, Future, Rae Sremmurd, Louis The Child",Blasé (feat. Future & Rae Sremmurd) [Remixes]
Hip Hop,Feel Good,Chip Tha Ripper,Feel Good
Hip Hop,Constant Conversations,Kao Bay Bay,Coolius
Hip Hop,Too Easy,Futuristic,The Rise
Hip Hop,Slip Slide,Nico Segal,Surf
Hip Hop,These Days,mike.,This Isn't The Album
Hip Hop,100 (feat. Drake),"The Game, Drake",100 (feat. Drake)
Hip Hop,State Of Emergency,"Logic, 2 Chainz",Bobby Tarantino II
Hip Hop,Contra,Logic,Bobby Tarantino II
Hip Hop,Wassup,"Logic, Big Sean",Bobby Tarantino II
Hip Hop,U With Me?,Drake,Views
Hip Hop,Overnight,Logic,Bobby Tarantino II
Hip Hop,Know Yourself,Drake,If You're Reading This It's Too Late
Hip Hop,First Day Out,Tee Grizzley,My Moment
Hip Hop,Hard in Da Paint,Waka Flocka Flame,Flockaveli
Hip Hop,Big Homie (feat. Rick Ross & French Montana),"Diddy, Rick Ross, French Montana",Big Homie (feat. Rick Ross & French Montana)
Hip Hop,15th and the 1st (feat. YG Hootie),"Gucci Mane, Waka Flocka Flame",Ferrari Boyz (Deluxe)
Hip Hop,Fuck Up Some Commas,Future,DS2 (Deluxe)
Hip Hop,Yonkers,"Tyler, The Creator",Goblin
Hip Hop,The Wildfire,Aubrey,Drank
Hip Hop,Gasoline,Prof,Liability
Hip Hop,u,Kendrick Lamar,To Pimp A Butterfly
Hip Hop,Familiar,Nico Segal,Surf
Hip Hop,Still Here,Drake,Views
Hip Hop,Fleece,Quentin Miller,Hey! Thanks a Lot 3
Hip Hop,Visions,"Danrell, Alec King",Visions
Hip Hop,The Anthem,Myke Bogan,Silk Jockstrap
Hip Hop,Wrong Man (feat. Ariana Deboo & Dave B),"Sam Lachow, Dave B., Ariana DeBoo","Friends, Funk & Liquor"
Hip Hop,679 (feat. Remy Boyz),"Fetty Wap, Remy Boyz",679 (feat. Remy Boyz)
Hip Hop,Find Me (prod. by Lege Kale),Khary,Find Me (prod. by Lege Kale)
Hip Hop,Paved With Gold (feat. Pell),"Packy, Pell",Same Difference
Hip Hop,Lord Willin',Logic,The Incredible True Story
Hip Hop,Real Things,"Alex Wiley, Hippie Sabotage",Real Things
Hip Hop,Angels Freestyle,2 Chainz,Codeine Withdrawal
Hip Hop,Creflo Almighty Dollar (feat. Twista & ChuchPeople),"Sir the Baptist, Twista, ChuchPeople",Creflo Almighty Dollar (feat. Twista & ChuchPeople)
Hip Hop,Suede,"NxWorries, Anderson .Paak, Knxwledge",Yes Lawd!
Hip Hop,A Million Miles,mansionz,Mansionz
Hip Hop,DSFM,OnCue,Leftovers 2.1
Hip Hop,Happy Place,"Sam Stan, Asaiah Ziv",Happy Raps
Hip Hop,Tour Music (feat. B Skeez & Magik),"Sam Lachow, B Skeez, Magik",Motels & Minivans
Hip Hop,God of Joy,ANTHM,Joy & Pain
Hip Hop,Do or Die (feat. Childish Gambino),"Joshua Steele, Childish Gambino",Blow the Roof
Hip Hop,Vanilla Skies (feat. Taylor Bennett),"Kweku Collins, Taylor Bennett",Nat Love
Hip Hop,Wow Freestyle (feat. Kendrick Lamar),"Jay Rock, Kendrick Lamar",Redemption
Hip Hop,Emotionless,Drake,Scorpion
Hip Hop,Sandra’s Rose,Drake,Scorpion
Hip Hop,Is There More,Drake,Scorpion
Hip Hop,Blue Tint,Drake,Scorpion
Hip Hop,March 14,Drake,Scorpion
Hip Hop,November Has Come,"Gorillaz, MF DOOM",Demon Days
Hip Hop,Favorite Colors (feat. Kyle),"Taylor Bennett, Luke Tennyson, KYLE",Restoration of an American Idol
Hip Hop,Palm Springs Beach House,Doc Hollywood & Ya Boy,Doc Hollywood & Ya Boy
Hip Hop,Born 2 Be Great,Stupid Kids,Stupid Kids - EP
Hip Hop,Water - Recorded at Spotify Studios NYC,Earl St. Clair,Spotify Singles
Hip Hop,Bringin Me Home,Warm Brew,Ghetto Beach Boyz
Hip Hop,Nothin' at All,Common Market,Tobacco Road
Hip Hop,Hold Up,The Kaleidoscope Kid,Hold Up
Hip Hop,Isombard - clipping. Float On Remix,"Declan McKenna, clipping.",Isombard (clipping. Float On Remix)
Hip Hop,Amanda Bynes,"Kidd Upstairs, XO",Amanda Bynes
Hip Hop,Chloraseptic (feat. 2 Chainz & Phresher) - Remix,"Eminem, 2 Chainz, PHresher",Chloraseptic (feat. 2 Chainz & Phresher) [Remix]
Hip Hop,I Might Need Security,Chance the Rapper,I Might Need Security
Hip Hop,AMBiVALENT (feat. Wilson Luxurious),"Sam Lachow, Wilson Luxurious",AMBiVALENT (feat. Wilson Luxurious)
Hip Hop,Deception,"Macntaj, TeZATalks, Donte Peace",Deception
Hip Hop,Wave,"Troop Brand, LV Baby, Eli Lefty",Wave
Hip Hop,Rewind,"Louis Futon, Ashe, Armani White",Rewind
Hip Hop,Song3,"Abhi The Nomad, Foster",Beginning EP (Alternative Hip Hop)
Hip Hop,Death of a Salesman,Kweku Collins,Nat Love
Hip Hop,The Wonder Years (feat. Chance the Rapper & Nico Segal),"The O'My's, Chance the Rapper, Nico Segal",Chicago Style
Hip Hop,After Dark,"Sam Lachow, Watsky, Ariana DeBoo",Huckleberry
Hip Hop,Feel Right (feat. Mystikal),"Mark Ronson, Mystikal",Uptown Special
Hip Hop,Need To Know (feat. Chance The Rapper),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Chance the Rapper",This Unruly Mess I've Made
Hip Hop,Action Figures,"Sam Lachow, Gifted Gab, Mario Sweet",Huckleberry
Hip Hop,Intuition,WebsterX,Daymares
Hip Hop,Build,EARTHGANG,Royalty
Hip Hop,Escargot,Jarv,"Jarvage, Vol. 1"
Hip Hop,Cherry Blossom,Horrorshow,Bardo State
Hip Hop,All Fall Down,Eazy Mac,Music for the Visually Impaired
Hip Hop,#itsEazy,Eazy Mac,Music for the Lyrically Impaired
Hip Hop,Rain Man,Eminem,Encore (Deluxe Version)
Hip Hop,Long Night (feat. Chance the Rapper),"Hoodie Allen, Chance the Rapper",Crew Cuts
Hip Hop,Normal,Eminem,Kamikaze
